,img_path,label
0,../input/data/train/images/000309_male_Asian_29/mask1.jpg,0
1,../input/data/train/images/000309_male_Asian_29/mask2.jpg,0
2,../input/data/train/images/000309_male_Asian_29/mask3.jpg,0
3,../input/data/train/images/000309_male_Asian_29/mask4.jpg,0
4,../input/data/train/images/000309_male_Asian_29/mask5.jpg,0
5,../input/data/train/images/000685_male_Asian_19/mask1.jpg,0
6,../input/data/train/images/000685_male_Asian_19/mask2.jpg,0
7,../input/data/train/images/000685_male_Asian_19/mask3.jpg,0
8,../input/data/train/images/000685_male_Asian_19/mask4.jpg,0
9,../input/data/train/images/000685_male_Asian_19/mask5.jpg,0
10,../input/data/train/images/001003_male_Asian_24/mask1.jpg,0
11,../input/data/train/images/001003_male_Asian_24/mask2.jpg,0
12,../input/data/train/images/001003_male_Asian_24/mask3.jpg,0
13,../input/data/train/images/001003_male_Asian_24/mask4.jpg,0
14,../input/data/train/images/001003_male_Asian_24/mask5.jpg,0
15,../input/data/train/images/001005_male_Asian_24/mask1.jpg,0
16,../input/data/train/images/001005_male_Asian_24/mask2.jpg,0
17,../input/data/train/images/001005_male_Asian_24/mask3.jpg,0
18,../input/data/train/images/001005_male_Asian_24/mask4.jpg,0
19,../input/data/train/images/001005_male_Asian_24/mask5.jpg,0
20,../input/data/train/images/001014_male_Asian_19/mask1.jpg,0
21,../input/data/train/images/001014_male_Asian_19/mask2.jpg,0
22,../input/data/train/images/001014_male_Asian_19/mask3.jpg,0
23,../input/data/train/images/001014_male_Asian_19/mask4.jpg,0
24,../input/data/train/images/001014_male_Asian_19/mask5.jpg,0
25,../input/data/train/images/001016_male_Asian_26/mask1.jpg,0
26,../input/data/train/images/001016_male_Asian_26/mask2.jpg,0
27,../input/data/train/images/001016_male_Asian_26/mask3.jpg,0
28,../input/data/train/images/001016_male_Asian_26/mask4.jpg,0
29,../input/data/train/images/001016_male_Asian_26/mask5.jpg,0
30,../input/data/train/images/001017_male_Asian_24/mask1.jpg,0
31,../input/data/train/images/001017_male_Asian_24/mask2.jpg,0
32,../input/data/train/images/001017_male_Asian_24/mask3.jpg,0
33,../input/data/train/images/001017_male_Asian_24/mask4.jpg,0
34,../input/data/train/images/001017_male_Asian_24/mask5.jpg,0
35,../input/data/train/images/001019_male_Asian_29/mask1.jpg,0
36,../input/data/train/images/001019_male_Asian_29/mask2.jpg,0
37,../input/data/train/images/001019_male_Asian_29/mask3.jpg,0
38,../input/data/train/images/001019_male_Asian_29/mask4.jpg,0
39,../input/data/train/images/001019_male_Asian_29/mask5.jpg,0
40,../input/data/train/images/001022_male_Asian_21/mask1.jpg,0
41,../input/data/train/images/001022_male_Asian_21/mask2.jpg,0
42,../input/data/train/images/001022_male_Asian_21/mask3.jpg,0
43,../input/data/train/images/001022_male_Asian_21/mask4.jpg,0
44,../input/data/train/images/001022_male_Asian_21/mask5.jpg,0
45,../input/data/train/images/001023_male_Asian_19/mask1.jpg,0
46,../input/data/train/images/001023_male_Asian_19/mask2.jpg,0
47,../input/data/train/images/001023_male_Asian_19/mask3.jpg,0
48,../input/data/train/images/001023_male_Asian_19/mask4.jpg,0
49,../input/data/train/images/001023_male_Asian_19/mask5.jpg,0
50,../input/data/train/images/001025_male_Asian_19/mask1.jpg,0
51,../input/data/train/images/001025_male_Asian_19/mask2.jpg,0
52,../input/data/train/images/001025_male_Asian_19/mask3.jpg,0
53,../input/data/train/images/001025_male_Asian_19/mask4.jpg,0
54,../input/data/train/images/001025_male_Asian_19/mask5.jpg,0
55,../input/data/train/images/001026-1_male_Asian_25/mask1.jpg,0
56,../input/data/train/images/001026-1_male_Asian_25/mask2.jpg,0
57,../input/data/train/images/001026-1_male_Asian_25/mask3.jpg,0
58,../input/data/train/images/001026-1_male_Asian_25/mask4.jpg,0
59,../input/data/train/images/001026-1_male_Asian_25/mask5.jpg,0
60,../input/data/train/images/001030_male_Asian_26/mask1.jpg,0
61,../input/data/train/images/001030_male_Asian_26/mask2.jpg,0
62,../input/data/train/images/001030_male_Asian_26/mask3.jpg,0
63,../input/data/train/images/001030_male_Asian_26/mask4.jpg,0
64,../input/data/train/images/001030_male_Asian_26/mask5.jpg,0
65,../input/data/train/images/001034_male_Asian_27/mask1.jpg,0
66,../input/data/train/images/001034_male_Asian_27/mask2.jpg,0
67,../input/data/train/images/001034_male_Asian_27/mask3.jpg,0
68,../input/data/train/images/001034_male_Asian_27/mask4.jpg,0
69,../input/data/train/images/001034_male_Asian_27/mask5.jpg,0
70,../input/data/train/images/001037_male_Asian_18/mask1.jpg,0
71,../input/data/train/images/001037_male_Asian_18/mask2.jpg,0
72,../input/data/train/images/001037_male_Asian_18/mask3.jpg,0
73,../input/data/train/images/001037_male_Asian_18/mask4.jpg,0
74,../input/data/train/images/001037_male_Asian_18/mask5.jpg,0
75,../input/data/train/images/001038-1_male_Asian_20/mask1.jpg,0
76,../input/data/train/images/001038-1_male_Asian_20/mask2.jpg,0
77,../input/data/train/images/001038-1_male_Asian_20/mask3.jpg,0
78,../input/data/train/images/001038-1_male_Asian_20/mask4.jpg,0
79,../input/data/train/images/001038-1_male_Asian_20/mask5.jpg,0
80,../input/data/train/images/001042_male_Asian_19/mask1.jpg,0
81,../input/data/train/images/001042_male_Asian_19/mask2.jpg,0
82,../input/data/train/images/001042_male_Asian_19/mask3.jpg,0
83,../input/data/train/images/001042_male_Asian_19/mask4.jpg,0
84,../input/data/train/images/001042_male_Asian_19/mask5.jpg,0
85,../input/data/train/images/001043-1_male_Asian_23/mask1.jpg,0
86,../input/data/train/images/001043-1_male_Asian_23/mask2.jpg,0
87,../input/data/train/images/001043-1_male_Asian_23/mask3.jpg,0
88,../input/data/train/images/001043-1_male_Asian_23/mask4.jpg,0
89,../input/data/train/images/001043-1_male_Asian_23/mask5.jpg,0
90,../input/data/train/images/001045_male_Asian_19/mask1.jpg,0
91,../input/data/train/images/001045_male_Asian_19/mask2.jpg,0
92,../input/data/train/images/001045_male_Asian_19/mask3.jpg,0
93,../input/data/train/images/001045_male_Asian_19/mask4.jpg,0
94,../input/data/train/images/001045_male_Asian_19/mask5.jpg,0
95,../input/data/train/images/001047-1_male_Asian_20/mask1.jpg,0
96,../input/data/train/images/001047-1_male_Asian_20/mask2.jpg,0
97,../input/data/train/images/001047-1_male_Asian_20/mask3.jpg,0
98,../input/data/train/images/001047-1_male_Asian_20/mask4.jpg,0
99,../input/data/train/images/001047-1_male_Asian_20/mask5.jpg,0
100,../input/data/train/images/001050_male_Asian_19/mask1.jpg,0
101,../input/data/train/images/001050_male_Asian_19/mask2.jpg,0
102,../input/data/train/images/001050_male_Asian_19/mask3.jpg,0
103,../input/data/train/images/001050_male_Asian_19/mask4.jpg,0
104,../input/data/train/images/001050_male_Asian_19/mask5.jpg,0
105,../input/data/train/images/001053_male_Asian_26/mask1.jpg,0
106,../input/data/train/images/001053_male_Asian_26/mask2.jpg,0
107,../input/data/train/images/001053_male_Asian_26/mask3.jpg,0
108,../input/data/train/images/001053_male_Asian_26/mask4.jpg,0
109,../input/data/train/images/001053_male_Asian_26/mask5.jpg,0
110,../input/data/train/images/001061_male_Asian_25/mask1.jpg,0
111,../input/data/train/images/001061_male_Asian_25/mask2.jpg,0
112,../input/data/train/images/001061_male_Asian_25/mask3.jpg,0
113,../input/data/train/images/001061_male_Asian_25/mask4.jpg,0
114,../input/data/train/images/001061_male_Asian_25/mask5.jpg,0
115,../input/data/train/images/001065_male_Asian_26/mask1.jpg,0
116,../input/data/train/images/001065_male_Asian_26/mask2.jpg,0
117,../input/data/train/images/001065_male_Asian_26/mask3.jpg,0
118,../input/data/train/images/001065_male_Asian_26/mask4.jpg,0
119,../input/data/train/images/001065_male_Asian_26/mask5.jpg,0
120,../input/data/train/images/001067_male_Asian_24/mask1.jpg,0
121,../input/data/train/images/001067_male_Asian_24/mask2.jpg,0
122,../input/data/train/images/001067_male_Asian_24/mask3.jpg,0
123,../input/data/train/images/001067_male_Asian_24/mask4.jpg,0
124,../input/data/train/images/001067_male_Asian_24/mask5.jpg,0
125,../input/data/train/images/001077_male_Asian_19/mask1.jpg,0
126,../input/data/train/images/001077_male_Asian_19/mask2.jpg,0
127,../input/data/train/images/001077_male_Asian_19/mask3.jpg,0
128,../input/data/train/images/001077_male_Asian_19/mask4.jpg,0
129,../input/data/train/images/001077_male_Asian_19/mask5.jpg,0
130,../input/data/train/images/001085_male_Asian_26/mask1.jpg,0
131,../input/data/train/images/001085_male_Asian_26/mask2.jpg,0
132,../input/data/train/images/001085_male_Asian_26/mask3.jpg,0
133,../input/data/train/images/001085_male_Asian_26/mask4.jpg,0
134,../input/data/train/images/001085_male_Asian_26/mask5.jpg,0
135,../input/data/train/images/001088_male_Asian_24/mask1.jpg,0
136,../input/data/train/images/001088_male_Asian_24/mask2.jpg,0
137,../input/data/train/images/001088_male_Asian_24/mask3.jpg,0
138,../input/data/train/images/001088_male_Asian_24/mask4.jpg,0
139,../input/data/train/images/001088_male_Asian_24/mask5.jpg,0
140,../input/data/train/images/001094_male_Asian_23/mask1.jpg,0
141,../input/data/train/images/001094_male_Asian_23/mask2.jpg,0
142,../input/data/train/images/001094_male_Asian_23/mask3.jpg,0
143,../input/data/train/images/001094_male_Asian_23/mask4.jpg,0
144,../input/data/train/images/001094_male_Asian_23/mask5.jpg,0
145,../input/data/train/images/001095_male_Asian_25/mask1.jpg,0
146,../input/data/train/images/001095_male_Asian_25/mask2.jpg,0
147,../input/data/train/images/001095_male_Asian_25/mask3.jpg,0
148,../input/data/train/images/001095_male_Asian_25/mask4.jpg,0
149,../input/data/train/images/001095_male_Asian_25/mask5.jpg,0
150,../input/data/train/images/001096_male_Asian_22/mask1.jpg,0
151,../input/data/train/images/001096_male_Asian_22/mask2.jpg,0
152,../input/data/train/images/001096_male_Asian_22/mask3.jpg,0
153,../input/data/train/images/001096_male_Asian_22/mask4.jpg,0
154,../input/data/train/images/001096_male_Asian_22/mask5.jpg,0
155,../input/data/train/images/001098_male_Asian_23/mask1.jpg,0
156,../input/data/train/images/001098_male_Asian_23/mask2.jpg,0
157,../input/data/train/images/001098_male_Asian_23/mask3.jpg,0
158,../input/data/train/images/001098_male_Asian_23/mask4.jpg,0
159,../input/data/train/images/001098_male_Asian_23/mask5.jpg,0
160,../input/data/train/images/001099_male_Asian_25/mask1.jpg,0
161,../input/data/train/images/001099_male_Asian_25/mask2.jpg,0
162,../input/data/train/images/001099_male_Asian_25/mask3.jpg,0
163,../input/data/train/images/001099_male_Asian_25/mask4.jpg,0
164,../input/data/train/images/001099_male_Asian_25/mask5.jpg,0
165,../input/data/train/images/001105_male_Asian_25/mask1.jpg,0
166,../input/data/train/images/001105_male_Asian_25/mask2.jpg,0
167,../input/data/train/images/001105_male_Asian_25/mask3.jpg,0
168,../input/data/train/images/001105_male_Asian_25/mask4.jpg,0
169,../input/data/train/images/001105_male_Asian_25/mask5.jpg,0
170,../input/data/train/images/001107_male_Asian_25/mask1.jpg,0
171,../input/data/train/images/001107_male_Asian_25/mask2.jpg,0
172,../input/data/train/images/001107_male_Asian_25/mask3.jpg,0
173,../input/data/train/images/001107_male_Asian_25/mask4.jpg,0
174,../input/data/train/images/001107_male_Asian_25/mask5.jpg,0
175,../input/data/train/images/001110_male_Asian_25/mask1.jpg,0
176,../input/data/train/images/001110_male_Asian_25/mask2.jpg,0
177,../input/data/train/images/001110_male_Asian_25/mask3.jpg,0
178,../input/data/train/images/001110_male_Asian_25/mask4.jpg,0
179,../input/data/train/images/001110_male_Asian_25/mask5.jpg,0
180,../input/data/train/images/001112_male_Asian_28/mask1.jpg,0
181,../input/data/train/images/001112_male_Asian_28/mask2.jpg,0
182,../input/data/train/images/001112_male_Asian_28/mask3.jpg,0
183,../input/data/train/images/001112_male_Asian_28/mask4.jpg,0
184,../input/data/train/images/001112_male_Asian_28/mask5.jpg,0
185,../input/data/train/images/001113_male_Asian_18/mask1.jpg,0
186,../input/data/train/images/001113_male_Asian_18/mask2.jpg,0
187,../input/data/train/images/001113_male_Asian_18/mask3.jpg,0
188,../input/data/train/images/001113_male_Asian_18/mask4.jpg,0
189,../input/data/train/images/001113_male_Asian_18/mask5.jpg,0
190,../input/data/train/images/001114_male_Asian_26/mask1.jpg,0
191,../input/data/train/images/001114_male_Asian_26/mask2.jpg,0
192,../input/data/train/images/001114_male_Asian_26/mask3.jpg,0
193,../input/data/train/images/001114_male_Asian_26/mask4.jpg,0
194,../input/data/train/images/001114_male_Asian_26/mask5.jpg,0
195,../input/data/train/images/001122_male_Asian_25/mask1.jpg,0
196,../input/data/train/images/001122_male_Asian_25/mask2.jpg,0
197,../input/data/train/images/001122_male_Asian_25/mask3.jpg,0
198,../input/data/train/images/001122_male_Asian_25/mask4.jpg,0
199,../input/data/train/images/001122_male_Asian_25/mask5.jpg,0
200,../input/data/train/images/001127_male_Asian_18/mask1.jpg,0
201,../input/data/train/images/001127_male_Asian_18/mask2.jpg,0
202,../input/data/train/images/001127_male_Asian_18/mask3.jpg,0
203,../input/data/train/images/001127_male_Asian_18/mask4.jpg,0
204,../input/data/train/images/001127_male_Asian_18/mask5.jpg,0
205,../input/data/train/images/001129_male_Asian_20/mask1.jpg,0
206,../input/data/train/images/001129_male_Asian_20/mask2.jpg,0
207,../input/data/train/images/001129_male_Asian_20/mask3.jpg,0
208,../input/data/train/images/001129_male_Asian_20/mask4.jpg,0
209,../input/data/train/images/001129_male_Asian_20/mask5.jpg,0
210,../input/data/train/images/001130_male_Asian_23/mask1.jpg,0
211,../input/data/train/images/001130_male_Asian_23/mask2.jpg,0
212,../input/data/train/images/001130_male_Asian_23/mask3.jpg,0
213,../input/data/train/images/001130_male_Asian_23/mask4.jpg,0
214,../input/data/train/images/001130_male_Asian_23/mask5.jpg,0
215,../input/data/train/images/001131-1_male_Asian_22/mask1.jpg,0
216,../input/data/train/images/001131-1_male_Asian_22/mask2.jpg,0
217,../input/data/train/images/001131-1_male_Asian_22/mask3.jpg,0
218,../input/data/train/images/001131-1_male_Asian_22/mask4.jpg,0
219,../input/data/train/images/001131-1_male_Asian_22/mask5.jpg,0
220,../input/data/train/images/001132-1_male_Asian_25/mask1.jpg,0
221,../input/data/train/images/001132-1_male_Asian_25/mask2.jpg,0
222,../input/data/train/images/001132-1_male_Asian_25/mask3.jpg,0
